Timestamp for sample frequency every 15 min,Temperature (°C)
2024-07-21 23:05:00,24.3575
2024-07-21 23:20:00,24.325
2024-07-21 23:35:00,24.28
2024-07-21 23:50:00,24.24
2024-07-22 00:05:00,24.2175
2024-07-22 00:20:00,24.195
2024-07-22 00:35:00,24.145
2024-07-22 00:50:00,24.09
2024-07-22 01:05:00,24.0675
2024-07-22 01:20:00,24.0475
2024-07-22 01:35:00,23.985
2024-07-22 01:50:00,23.9725
2024-07-22 02:05:00,23.95
2024-07-22 02:20:00,23.8925
2024-07-22 02:35:00,23.8625
2024-07-22 02:50:00,23.8375
2024-07-22 03:05:00,23.8225
2024-07-22 03:20:00,23.7625
2024-07-22 03:35:00,23.7175
2024-07-22 03:50:00,23.695
2024-07-22 04:05:00,23.6675
2024-07-22 04:20:00,23.6675
2024-07-22 04:35:00,23.6125
2024-07-22 04:50:00,23.56
2024-07-22 05:05:00,23.54
2024-07-22 05:20:00,23.5225
2024-07-22 05:35:00,23.4675
2024-07-22 05:50:00,23.4425
2024-07-22 06:05:00,23.405
2024-07-22 06:20:00,23.385
2024-07-22 06:35:00,23.34
2024-07-22 06:50:00,23.315
2024-07-22 07:05:00,23.32
2024-07-22 07:20:00,23.2675
2024-07-22 07:35:00,23.26
2024-07-22 07:50:00,23.23
2024-07-22 08:05:00,22.76
2024-07-22 08:20:00,22.2725
2024-07-22 08:35:00,22.0775
2024-07-22 08:50:00,22.0275
2024-07-22 09:05:00,22.1125
2024-07-22 09:20:00,22.2425
2024-07-22 09:35:00,22.415
2024-07-22 09:50:00,22.595
2024-07-22 10:05:00,22.705
2024-07-22 10:20:00,22.91
2024-07-22 10:35:00,23.135
2024-07-22 10:50:00,23.2025
2024-07-22 11:05:00,23.2625
2024-07-22 11:20:00,23.315
2024-07-22 11:35:00,23.4075
2024-07-22 11:50:00,25.28
