Timestamp for sample frequency every 15 min,Temperature (°C),Relative Humidity (%)
2024-07-11 12:00:00,38.5825,25.44
2024-07-11 12:15:00,39.5525,24.7
2024-07-11 12:30:00,40.6125,22.8175
2024-07-11 12:45:00,41.4375,22.4
2024-07-11 13:00:00,42.31,21.7325
2024-07-11 13:15:00,42.8375,21.7325
2024-07-11 13:30:00,43.22,21.72
2024-07-11 13:45:00,43.4425,20.3775
2024-07-11 14:00:00,43.585,20.395
2024-07-11 14:15:00,43.98,20.125
2024-07-11 14:30:00,44.3775,19.745
2024-07-11 14:45:00,44.4175,19.4225
2024-07-11 15:00:00,44.2,19.02
2024-07-11 15:15:00,44.6,18.6825
2024-07-11 15:30:00,44.1175,19.065
2024-07-11 15:45:00,44.1025,19.7875
2024-07-11 16:00:00,44.2475,19.575
2024-07-11 16:15:00,43.8525,19.475
2024-07-11 16:30:00,43.7325,18.425
2024-07-11 16:45:00,43.4575,18.12
2024-07-11 17:00:00,42.89,18.075
2024-07-11 17:15:00,42.6025,17.44
2024-07-11 17:30:00,41.98,18.3075
2024-07-11 17:45:00,41.395,20.14
2024-07-11 18:00:00,40.36,21.8
2024-07-11 18:15:00,39.12,22.6125
2024-07-11 18:30:00,38.195,22.3925
2024-07-11 18:45:00,37.2825,22.23
2024-07-11 19:00:00,36.4775,21.9075
2024-07-11 19:15:00,35.6825,23.3225
2024-07-11 19:30:00,34.84,23.7725
2024-07-11 19:45:00,34.0375,22.44
2024-07-11 20:00:00,33.31,22.055
2024-07-11 20:15:00,32.69,22.045
2024-07-11 20:30:00,32.175,23.0475
2024-07-11 20:45:00,31.4825,24.955
2024-07-11 21:00:00,30.5975,25.73
2024-07-11 21:15:00,29.7375,27.26
2024-07-11 21:30:00,28.9925,28.9125
2024-07-11 21:45:00,28.275,29.98
2024-07-11 22:00:00,27.7075,31.5225
2024-07-11 22:15:00,27.21,33.66
2024-07-11 22:30:00,26.905,33.235
2024-07-11 22:45:00,26.79,34.6875
2024-07-11 23:00:00,26.2325,35.845
2024-07-11 23:15:00,25.85,36.1675
2024-07-11 23:30:00,25.58,34.925
2024-07-11 23:45:00,25.225,37.5975
2024-07-12 00:00:00,24.845,37.2125
2024-07-12 00:15:00,24.4825,38.995
2024-07-12 00:30:00,24.115,39.8475
2024-07-12 00:45:00,23.885,38.2475
2024-07-12 01:00:00,23.74,40.6925
2024-07-12 01:15:00,23.655,40.4475
2024-07-12 01:30:00,23.4375,42.13
2024-07-12 01:45:00,23.045,45.0925
2024-07-12 02:00:00,22.875,43.955
2024-07-12 02:15:00,22.555,46.025
2024-07-12 02:30:00,22.3225,48.72
2024-07-12 02:45:00,22.2125,51.21
2024-07-12 03:00:00,22.18,50.6925
2024-07-12 03:15:00,21.9775,47.585
2024-07-12 03:30:00,21.5575,48.8775
2024-07-12 03:45:00,21.25,50.41
2024-07-12 04:00:00,21.02,50.8825
2024-07-12 04:15:00,20.76,52.1075
2024-07-12 04:30:00,20.5225,53.715
2024-07-12 04:45:00,20.525,59.0975
2024-07-12 05:00:00,20.4925,60.61
2024-07-12 05:15:00,20.4075,60.9825
2024-07-12 05:30:00,20.3825,60.63
2024-07-12 05:45:00,20.3275,58.4825
2024-07-12 06:00:00,20.07,55.4325
2024-07-12 06:15:00,19.8625,56.9525
2024-07-12 06:30:00,19.7525,57.0075
2024-07-12 06:45:00,20.0275,55.8425
2024-07-12 07:00:00,21.085,55.615
2024-07-12 07:15:00,22.66,52.5925
2024-07-12 07:30:00,24.1325,49.315
2024-07-12 07:45:00,25.375,47.5675
2024-07-12 08:00:00,26.2175,45.775
2024-07-12 08:15:00,26.5325,45.55
2024-07-12 08:30:00,26.9575,44.9675
2024-07-12 08:45:00,27.6875,43.19
2024-07-12 09:00:00,27.905,38.0875
2024-07-12 09:15:00,26.81,38.4525
2024-07-12 09:30:00,27.5225,34.395
2024-07-12 09:45:00,26.01,34.135
2024-07-12 10:00:00,23.98,36.4825
2024-07-12 10:15:00,23.0025,38.2
2024-07-12 10:30:00,23.3425,38.535
2024-07-12 10:45:00,23.905,37.145
2024-07-12 11:00:00,24.145,36.835
2024-07-12 11:15:00,24.3475,37.47
2024-07-12 11:30:00,24.485,38.245
2024-07-12 11:45:00,24.835,36.645
2024-07-12 12:00:00,24.9775,36.485
2024-07-12 12:15:00,25.1275,36.695
2024-07-12 12:30:00,25.425,38.805
2024-07-12 12:45:00,25.935,40.6725
2024-07-12 13:00:00,26.3675,38.815
